timestamp,ppg_value
0.0,0.10739519831766098
0.008,0.13590970859849547
0.016,0.2548181520398754
0.024,0.28236169023589
0.032,0.31139706979057963
0.04,0.41536583428628515
0.048,0.4548189684505564
0.056,0.49830311782982867
0.064,0.5141320275324947
0.072,0.5444071333860077
0.08,0.6658035360820448
0.088,0.5654558984148136
0.096,0.6647586493103875
0.104,0.6899428137767509
0.112,0.6962661649873045
0.12,0.666593637914636
0.128,0.6916887216091014
0.136,0.7007282467278225
0.144,0.7314470915900586
0.152,0.7200357825084804
0.16,0.6611361629936715
0.168,0.653151335314702
0.176,0.638600809947895
0.184,0.622954225213816
0.192,0.5971032467435793
0.2,0.6572643863270814
0.208,0.5353069672430072
0.216,0.5632915864655706
0.224,0.5203633116207512
0.232,0.448681481718429
0.24,0.4535683529923716
0.248,0.4790495462643817
0.256,0.44969695544783905
0.264,0.3758266424186809
0.272,0.384494478141004
0.28,0.3377656808785541
0.288,0.33184336466458325
0.296,0.2987559982223791
0.304,0.2886446526083903
0.312,0.335516899285777
0.32,0.35972173358176424
0.328,0.285712225251003
0.336,0.2742083656624408
0.344,0.22811350028680646
0.352,0.2015583667131598
0.36,0.24700565379880376
0.368,0.2584701522915132
0.376,0.2366330214266241
0.384,0.22151198788293147
0.392,0.17571731255917294
0.4,0.19839040848000777
0.408,0.12804197898675185
0.416,0.11533971231953086
0.424,0.12062466849116633
0.432,0.10146724941360971
0.44,0.08646674294839121
0.448,0.048449359342132264
0.456,0.06412050092379473
0.464,-0.008115655414331784
0.472,-0.005463875357873298
0.48,0.008295074037685174
0.488,-0.03887105096088726
0.496,-0.09606104867691263
0.504,-0.13904160122997536
0.512,-0.222533402014249
0.52,-0.1664627908024301
0.528,-0.31425708665294944
0.536,-0.2890449438165429
0.544,-0.39966539010075164
0.552,-0.3724779630659382
0.56,-0.4648062498324026
0.568,-0.45441969468026017
0.576,-0.49596589742874375
0.584,-0.5594840662507946
0.592,-0.5854371491591102
0.6,-0.6268472945462679
0.608,-0.5902502719447158
0.616,-0.6539115223584567
0.624,-0.7233120923237906
0.632,-0.731187074619111
0.64,-0.728546018269458
0.648,-0.7600621048813249
0.656,-0.7536428606451129
0.664,-0.7752095890152404
0.672,-0.7773572272927296
0.68,-0.7113013082164757
0.688,-0.7263261209454374
0.696,-0.7387744327943719
0.704,-0.6797478838669633
0.712,-0.6290198482080874
0.72,-0.6282632653112549
0.728,-0.6539729275725873
0.736,-0.5436296855198035
0.744,-0.49312132983501683
0.752,-0.4602739409964011
0.76,-0.42820995035988624
0.768,-0.3398379613482819
0.776,-0.30534631226494474
0.784,-0.24130035674536118
0.792,-0.20302062913696273
0.8,-0.14492729866249346
0.808,-0.05560006294741971
0.816,0.02830136071650953
0.824,0.11727242551970134
0.832,0.16893076399450724
0.84,0.2597717101977061
0.848,0.30272462391139077
0.856,0.3708844792641134
0.864,0.41875203046558407
0.872,0.4567016987988615
0.88,0.5029971319687006
0.888,0.5473067292108295
0.896,0.573088401257313
0.904,0.6621050836591291
0.912,0.6491301552174146
0.92,0.7040627512047247
0.928,0.6935331257554902
0.936,0.7254636044072236
0.944,0.72998471831278
0.952,0.7431294315951641
