timestamp,ppg_value
0.0,0.0800492162888626
0.008,0.23507262315246083
0.016,0.24110161383897274
0.024,0.2870970211979814
0.032,0.37383417894308846
0.04,0.4900364444762697
0.048,0.5488572733941955
0.056,0.6301288449662026
0.064,0.558938715481101
0.072,0.7081557427216567
0.08,0.6773272931652561
0.088,0.7193040596623445
0.096,0.780213690221934
0.104,0.7345018712169425
0.112,0.7373982614118832
0.12,0.7312955942039006
0.128,0.7407482468665064
0.136,0.7350775896703287
0.144,0.6562974043074179
0.152,0.6119580561622284
0.16,0.6496675759899814
0.168,0.6223001992835462
0.176,0.6651472139403646
0.184,0.5332584111079873
0.192,0.5785638880288854
0.2,0.48346902207259707
0.208,0.44060454523531983
0.216,0.4628804715372788
0.224,0.40959796930095443
0.232,0.3676138207484013
0.24,0.369497712201114
0.248,0.3625728587056768
0.256,0.3006655629496187
0.264,0.27034986300808084
0.272,0.2462389393874938
0.28,0.27768504150966955
0.288,0.2468853327288524
0.296,0.2348960495974818
0.304,0.2405037100821681
0.312,0.21017583817515595
0.32,0.19041744094076893
0.328,0.15309995230064694
0.336,0.21062392108711397
0.344,0.13636860354895156
0.352,0.1291475249352883
0.36,0.09984824666875333
0.368,0.10024074229645927
0.376,0.10304771129978316
0.384,0.015255900528361743
0.392,0.03770569427257327
0.4,-0.012844194990296584
0.408,-0.04944482503470551
0.416,-0.2016098867260569
0.424,-0.15015646578085518
0.432,-0.29247493022035465
0.44,-0.3336875471160375
0.448,-0.32060906631291197
0.456,-0.4423694066244507
0.464,-0.42912916489516995
0.472,-0.5560047332419169
0.48,-0.5037242237186383
0.488,-0.582192058216808
0.496,-0.6811538840018265
0.504,-0.6896370828443679
0.512,-0.7471862783401201
0.52,-0.7417836187392501
0.528,-0.7529350665664335
0.536,-0.8163362638190182
0.544,-0.826556080744808
0.552,-0.8597356477440871
0.56,-0.8012900533167393
0.568,-0.7904347835706482
0.576,-0.7806755944855303
0.584,-0.7748651799731496
0.592,-0.7266225607759526
0.6,-0.6471692754940412
0.608,-0.6068313722299933
0.616,-0.559200867688054
0.624,-0.5239838548411607
0.632,-0.4219331536187001
0.64,-0.33976980568854437
0.648,-0.2313818523624528
0.656,-0.2006597401760027
0.664,-0.06967823962720197
0.672,-0.05568903297553965
0.68,0.09634281534152819
0.688,0.12033823404084514
0.696,0.20589756331504064
0.704,0.3224629873040428
0.712,0.3754885098137291
0.72,0.49325361303317417
0.728,0.5479681326395147
0.736,0.5658673879415193
0.744,0.6317175592646094
0.752,0.6791175568178923
0.76,0.6795288797601797
0.768,0.738821770503659
0.776,0.7825487332236736
0.784,0.7681358971895029
0.792,0.7613017823576
0.8,0.8092254648357239
0.808,0.8267940438321281
0.816,0.8437848492111968
0.824,0.7964193433572399
0.832,0.7292686433998314
0.84,0.758298677211594
0.848,0.6972656609947567
0.856,0.6817074980430181
0.864,0.6695675209719553
0.872,0.6201693081053077
0.88,0.6179856927978647
0.888,0.5600534387708348
0.896,0.465475949049694
0.904,0.46614369068232137
0.912,0.5539310677504672
0.92,0.42456175355204173
0.928,0.4038453347783175
0.936,0.38742406057524387
0.944,0.36302263226020104
0.952,0.37923887273950974
0.96,0.33406542969606906
0.968,0.3276203025219079
0.976,0.3283065472704516
0.984,0.3325383927431964
0.992,0.2598307923708002
1.0,0.2680521615887861
1.008,0.24426477055423412
1.016,0.2620153782202863
1.024,0.2812028738434996
1.032,0.282860695374366
1.04,0.18279789160264892
1.048,0.2237793919766517
1.056,0.14479822853610222
1.064,0.06041269113037595
1.072,0.0645686814386116
1.08,0.04275403669162418
1.088,0.0023397736789330034
1.096,-0.042814968005842814
1.104,-0.07853556474841525
1.112,-0.1650480733524313
1.12,-0.23528772435963985
1.128,-0.26606309052917526
1.136,-0.3203419838551989
1.144,-0.3831620687858621
1.152,-0.4039890903087055
1.16,-0.4607461766294241
1.168,-0.5204128802411738
1.176,-0.5715128621018987
1.184,-0.6577806618433264
1.192,-0.6665106761041613
1.2,-0.6844803987126991
1.208,-0.7378354243826454
